id,sentence,tags
246,En nog gefeliciteerd met je diploma!,"Syntax:Exclamatory, Syntax:Connectivity:Coordinate"
247,Omar Dank je.,Syntax:Declarative
248,"Bas Nou, meteen maar de eerste vraag.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Particle:Nou"
249,Is Nederlands leren moeilijk?,Syntax:Interrogative
250,"Omar Tja, je wilt natuurlijk 'ja' of 'nee' horen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
251,Maar dat hangt van je moedertaal af.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar"
252,In mijn flat woont bijvoorbeeld een Duitse student.,Syntax:Declarative
253,"Voor hem is Nederlands gemakkelijk, omdat het Duits dichtbij het Nederlands staat.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
254,"Als je moedertaal Arabisch is, is het veel moeilijker.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
255,"Bas Je hebt Engels gestudeerd, Omar.","Syntax:Declarative, Verb:Tense:Perfectum"
256,Helpt het als je al een andere taal hebt geleerd?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
257,"Omar Jazeker, dat is een voordeel.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
258,Dat maakt Nederlands leren makkelijker.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
259,Bas Zijn er nog meer positieve invloeden?,"Syntax:Interrogative, Pronoun:Quantitative/Locative-Er"
260,"Omar Nou, motivatie bijvoorbeeld.","Syntax:Declarative, Modality:Particle:Nou"
261,Hoe gemotiveerd ben je?,"Syntax:Interrogative, Verb:Tense:Perfectum"
262,Hoeveel tijd besteed je aan je huiswerk?,Syntax:Interrogative
263,En zo kan ik nog wel even doorgaan.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Even, Modality:Particle:Wel"
264,Bas Graag!,Syntax:Exclamatory
265,Doe maar.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
266,Omar Je moet ook taalcontact buiten de les hebben.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
267,Bas Taalcontact met Nederlanders bedoel je?,Syntax:Interrogative
268,Omar Ja.,Syntax:Declarative
269,Een goede docent en een goede lesmethode zijn niet genoeg.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
270,Je moet overal en met iedereen Nederlands spreken.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
271,"Het gaat niet echt vanzelf, ik heb voor dat diploma hard gewerkt.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
272,"Bas Ja, daarom spreek je ook zo goed, denk ik.",Syntax:Declarative
273,"Wat wil je nog meer met de taal bereiken, wat is je doel?","Syntax:Interrogative, Verb:Tense:Perfectum, Verb:Cluster:Auxiliary/Modal"
274,Omar Ik wil nog beter leren schrijven.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
275,Schrijven in het Nederlands vind ik het moeilijkst.,Syntax:Declarative
276,Bas Ik hoor weleens dat de uitspraak van het Nederlands erg lastig is.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Particle:Hoor"
277,"Omar Nou, vooral de uitspraak van nieuwe, onbekende klanken.","Syntax:Declarative, Modality:Particle:Nou"
278,"De 'eu' van 'keuken' bijvoorbeeld, die bestaat in het Arabisch niet.","Syntax:Declarative, Modality:Negation:Niet"
279,En Nederlanders begrijpen je echt niet als je een klank verkeerd uitspreekt.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Negation:Niet"
280,Bas En hoe zit het dan met de grammatica van het Nederlands?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
281,Is die moeilijk?,Syntax:Interrogative
282,"Omar Ook dat hangt van je moedertaal af, van de grammatica van je moedertaal.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
283,Grote verschillen maken het lastig.,Syntax:Declarative
284,"Het Arabisch heeft bijvoorbeeld maar één lidwoord en niet drie, zoals het Nederlands.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Niet"
285,Maar nu klink ik zo negatief en dat is niet mijn bedoeling.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Modality:Particle:Maar, Modality:Negation:Niet"
286,"Ik hou van nieuwe dingen leren, het mag ook moeilijk zijn!","Syntax:Exclamatory, Verb:Cluster:Auxiliary/Modal"
287,Bas Wat denk je: kan ik Arabisch leren?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
288,Omar Hoe graag wil je dat?,"Syntax:Interrogative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
289,"Bas Eh, ik ben niet zo gemotiveerd als jij, denk ik.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum, Modality:Negation:Niet"
290,"KIJKEN OP EEN SCHOOL IN HET BUITENLAND Docent Jeroen Bos bezocht met vijftien vwo-leerlingen een school in Beijing, in China.",Syntax:Declarative
291,Iedereen was positief over de reis.,Syntax:Declarative
292,Jeroen vertelt over zijn ervaringen daar.,"Syntax:Declarative, Verb:Tense:Perfectum"
293,Hoe zag het programma eruit?,Syntax:Interrogative
294,We volgden een aantal lessen op de school en kregen ook een paar workshops.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
295,De leukste was die over Chinese muziek.,Syntax:Declarative
296,Verder bezochten we toeristische plekken zoals de Chinese Muur.,Syntax:Declarative
297,De leerlingen logeerden bij Chinese leerlingen thuis en dat vonden ze ontzettend leuk.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
298,Wat viel je op in de lessen?,Syntax:Interrogative
299,Een aantal dingen op de school vielen me op.,Syntax:Declarative
300,De docenten spraken veel en stelden af en toe een korte vraag aan een leerling.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
301,In Nederland zijn leerlingen veel actiever tijdens de lessen.,Syntax:Declarative
302,Ze stellen zelf vragen en geven regelmatig een presentatie.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
303,"Verder zagen we leerlingen nauwelijks in groepjes samenwerken, zoals in Nederland veel gebeurt.",Syntax:Declarative
304,"Hun uniform viel natuurlijk ook op, omdat Nederlandse leerlingen geen uniform dragen.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Negation:Geen"
305,Tot slot: de schooldagen zijn langer dan in Nederland.,Syntax:Declarative
306,En 's avonds maken de leerlingen ook nog tot tien of elf uur huiswerk.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
307,Of ze hebben bijles op school. ledereen wil en moet goed presteren.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
308,Hebben leerlingen tijd voor ontspanning?,Syntax:Interrogative
309,Leerlingen hebben minder vrije tijd dan in Nederland.,Syntax:Declarative
310,"Ze sporten ook meestal op school, op de campus.",Syntax:Declarative
311,"Nederlandse kinderen sporten vooral na schooltijd, in sportclubs.",Syntax:Declarative
312,Chinese leerlingen hebben geen tijd voor bijbaantjes.,"Syntax:Declarative, Modality:Negation:Geen"
313,Ze mogen trouwens pas een bijbaantje hebben als ze achttien zijn.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
314,In Nederland mag dat vanaf vijftien jaar.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
315,Wat vond je bijzonder?,Syntax:Interrogative
316,Ik vond de aandacht voor muziek in het Chinese onderwijs bijzonder.,Syntax:Declarative
317,Veel Chinese kinderen spelen piano.,Syntax:Declarative
318,En op deze school zijn speciale ruimtes voor pianolessen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
319,In het algemeen vond ik de leerlingen erg gemotiveerd en dat mis ik soms in Nederland.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
320,Kapot Wilco en Pieter zijn huisgenoten.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
321,Ze zijn in de keuken.,Syntax:Declarative
322,"Wilco Hé Pieter, wanneer heb jij die pizza in de oven gedaan?",Syntax:Interrogative
323,"Pieter Uhm, een kwartier geleden.",Syntax:Declarative
324,Hoezo?,Syntax:Interrogative
325,Wilco Hij is nog bevroren.,"Syntax:Declarative, Verb:Tense:Perfectum"
326,Heb je de oven wel aangezet?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Modality:Particle:Wel"
327,"Pieter Hè, jawel toch.","Syntax:Declarative, Modality:Particle:Toch"
328,Doet hij het niet?,"Syntax:Interrogative, Modality:Negation:Niet"
329,Wilco Nee.,Syntax:Declarative
330,Pieter Misschien moet je even op die grote knop drukken?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Even"
331,"Wilco Nou, hij doet echt helemaal niks.","Syntax:Declarative, Modality:Particle:Nou"
332,Pieter Misschien hebben we een stroomstoring?,Syntax:Interrogative
333,"Wilco Nee, want de magnetron doet het wel.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Wel"
334,Pieter Wat gek.,Syntax:Declarative
335,"Nou, dan denk ik dat hij echt kapot is.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Particle:Nou"
336,Wat doen we nu?,Syntax:Interrogative
337,Wilco Ik zoek het nummer van de winkel wel even op.,"Syntax:Declarative, Modality:Particle:Even, Modality:Particle:Wel"
338,Dan bel ik die wel even.,"Syntax:Declarative, Modality:Particle:Even, Modality:Particle:Wel"
339,Misschien kunnen ze een monteur sturen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
340,"Pieter Ja, goed idee.",Syntax:Declarative
341,Loes en Willemijn zijn huisgenoten.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
342,Ze zijn op zolder.,Syntax:Declarative
343,Willemijn Loes?,Syntax:Interrogative
344,Heb jij je was in de wasmachine gedaan?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion"
345,"Loes Ja, vanmorgen heb ik hem aangezet.",Syntax:Declarative
346,Is hij nog niet klaar?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Modality:Negation:Niet"
347,"Willemijn Nee, volgens mij niet.","Syntax:Declarative, Modality:Negation:Niet"
348,De wasmachine zit nog vol met water.,Syntax:Declarative
349,En de vloer is ook helemaal nat.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
350,"Loes O, wat raar.",Syntax:Declarative
351,"Ik heb gisteren nog gewassen, toen deed hij het gewoon.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
352,Willemijn Heb je wel het juiste programma gekozen?,"Syntax:Interrogative, Verb:Tense:Perfectum, Modality:Particle:Wel"
353,"En je hebt aan die linker knop gedraaid, toch?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Modality:Particle:Toch"
354,"Loes Ja, ja, volgens mij wel.","Syntax:Declarative, Modality:Particle:Wel"
355,Willemijn Hm... op het schermpje staat 'error' en dat rode lampje brandt.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
356,Loes Oké.,Syntax:Declarative
357,Wat doen we nu?,Syntax:Interrogative
358,Willemijn Mijn vriend komt zo.,Syntax:Declarative
359,Misschien kan hij hem maken?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
360,"Loes Ja, want een reparatie gaat wel wat kosten.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Wel"
361,"Willemijn Als dat niet lukt, bellen we die ene monteur.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Negation:Niet"
362,Die is hier vorig jaar ook geweest.,"Syntax:Declarative, Verb:Tense:Perfectum"
363,"Loes O ja, ik heb zijn nummer nog wel ergens.","Syntax:Declarative, Modality:Particle:Wel"
364,Loes belt met de monteur.,Syntax:Declarative
365,"Monteur Splash monteurs goedemiddag, wat kan ik voor u doen?","Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
366,"Loes Ja, goedemiddag, met Loes Versluis.",Syntax:Declarative
367,Onze wasmachine is stuk.,Syntax:Declarative
368,"Monteur Oké, wat is precies het probleem?",Syntax:Interrogative
369,"Loes Nou, het water gaat niet weg en hij lekt ook.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Nou, Modality:Negation:Niet"
370,"Als we de wasmachine aanzetten, is de vloer telkens helemaal nat.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
371,"Het is een nieuw type, we hebben hem vorig jaar gekocht.","Syntax:Declarative, Verb:Tense:Perfectum"
372,Wanneer kunt u langskomen?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
373,"Monteur Oké, even kijken.","Syntax:Declarative, Modality:Particle:Even"
374,Morgen kan onze monteur bij u langskomen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
375,Bent u dan thuis?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Verb:Tense:Perfectum"
376,"Loes Ja, morgenmiddag kan ik.","Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
377,"Monteur Oké, het tijdstip is een beetje afhankelijk van de drukte.",Syntax:Declarative
378,Ik denk ongeveer tussen 14.00 en 16.00 uur.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
379,"Loes Oké, dat is prima.","Syntax:Declarative, Syntax:Connectivity:Subordinate"
380,Monteur Ik weet nog niet hoe laat precies.,"Syntax:Declarative, Modality:Negation:Niet"
381,Dat laten we u morgen weten.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
382,"Loes Fijn, dank u wel.","Syntax:Declarative, Modality:Particle:Wel"
383,Monteur Tot ziens.,Syntax:Declarative
384,Loes Dag.,Syntax:Declarative
385,Stefan en Sharon zijn broer en zus.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
386,Hun moeder is ook thuis.,Syntax:Declarative
387,Sharon zit in haar eigen kamer.,Syntax:Declarative
388,"Sharon Hé, wat doe je in mijn kamer?",Syntax:Interrogative
389,"Stefan Uh, ik zoek een föhn.",Syntax:Declarative
390,Mag ik je föhn even lenen?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Even"
391,Sharon Een föhn?,Syntax:Interrogative
392,Sinds wanneer droog jij je haar?,Syntax:Interrogative
393,Anders zit het raar.,Syntax:Declarative
394,Ik ga zo naar een feestje.,Syntax:Declarative
395,"Stefan Sharon Oh, spannend!",Syntax:Exclamatory
396,"Nou, hij ligt niet hier.","Syntax:Declarative, Modality:Particle:Nou, Modality:Negation:Niet"
397,Vraag maar aan mama.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
398,Stefan Mam...,Syntax:Declarative
399,Moeder Ja?,Syntax:Interrogative
400,Stefan Waar is de föhn van Sharon?,Syntax:Interrogative
401,"In de badkamer, naast mijn elektrische tandenborstel.",Syntax:Declarative
402,Hoezo?,Syntax:Interrogative
403,Moeder Stefan Gewoon.,Syntax:Declarative
404,"En heb je mijn nieuwe, zwarte broek gezien?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
405,Heb je hem in de droger gedaan?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion"
406,"Moeder Nee, die heb ik buiten opgehangen.",Syntax:Declarative
407,Stefan Is hij al droog?,Syntax:Interrogative
408,Moeder Dat denk ik wel.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Particle:Wel"
409,Stefan Wil jij hem dan strijken?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal"
410,"Moeder Nou, kun je dat zelf niet even doen?","Syntax:Interrogative, Syntax:Connectivity:Subordinate, Modality:Particle:Even, Modality:Particle:Nou, Modality:Negation:Niet"
411,Het strijkijzer staat in de kast bij de stofzuiger.,Syntax:Declarative
412,"Stefan Ja maar mam, ik heb haast en ik moet mijn tanden nog poetsen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar"
413,"Moeder Kom op, probeer het zelf even te doen.","Syntax:Declarative, Verb:Cluster:Te-Infinitive, Modality:Particle:Even"
414,Stefan Oké...,Syntax:Declarative
415,Moeder Is je zus daar nog?,Syntax:Interrogative
416,Stefan Ja.,Syntax:Declarative
417,Moeder Sharon?,Syntax:Interrogative
418,Sharon Ja...,Syntax:Declarative
419,Moeder Wil jij die vuile borden op het aanrecht even afwassen?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Even"
420,"Sharon Mam, ik heb huiswerk.",Syntax:Declarative
421,"Moeder Sharon Kom op, dat is zo gebeurd.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
422,Je hoeft ze niet in de kast te zetten.,"Syntax:Declarative, Verb:Cluster:Te-Infinitive, Modality:Negation:Niet"
423,Dat doe ik wel.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Particle:Wel"
424,En dan zet ik daarna lekker koffie voor ons.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
425,O...Waarom hebben we geen afwasmachine?,"Syntax:Interrogative, Modality:Negation:Geen"
426,Moeder Omdat we al genoeg apparaten hebben.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
427,Vorige week heb ik nog een nieuwe waterkoker gekocht.,"Syntax:Declarative, Verb:Tense:Perfectum"
428,"We hebben echt geen afwasmachine nodig, dat is ook niet zo goed voor het milieu.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Modality:Negation:Niet, Modality:Negation:Geen"
429,Sharon Kan Stefan de afwas niet doen?,"Syntax:Interrogative, Verb:Cluster:Auxiliary/Modal, Modality:Negation:Niet"
430,"Stefan Nee, ik moet strijken!","Syntax:Exclamatory, Verb:Cluster:Auxiliary/Modal"
431,Jammer zus.,Syntax:Declarative
432,Sharon Oké...,Syntax:Declarative
433,"Trouwen, samenwonen en scheiden Wat is er veranderd in Nederland?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum, Pronoun:Quantitative/Locative-Er"
434,Ontmoeten De eerste ontmoeting is een belangrijk moment.,"Syntax:Declarative, Verb:Tense:Perfectum"
435,"De meeste mensen in Nederland leren in hun vrije tijd hun partner kennen, bijvoorbeeld op een feestje of via een sportvereniging.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
436,Soms ontmoeten mensen elkaar omdat de familie dat graag wil.,"Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
437,De laatste jaren zoeken steeds meer mensen een partner online.,Syntax:Declarative
438,"Ze sturen elkaar via een app of website een bericht, ze spreken af en gaan 'daten'.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
439,"Als alles goed gaat, worden ze verliefd en krijgen ze een relatie.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
440,Zelfstandig wonen en samenwonen Ongetrouwd samenwonen wordt ieder jaar populairder.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
441,Veel jonge mensen willen eerst samenwonen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
442,Ze willen hun partner eerst beter leren kennen.,"Syntax:Declarative, Verb:Cluster:Auxiliary/Modal"
443,Pas daarna trouwen ze of ze trouwen helemaal niet.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Negation:Niet"
444,Ook het aantal alleenstaande mensen is erg toegenomen.,Syntax:Declarative
445,Alleenstaande mensen zijn mensen die alleen wonen.,Syntax:Declarative
446,Trouwen Vroeger was ongetrouwd samenwonen niet zo vanzelfsprekend.,"Syntax:Declarative, Modality:Negation:Niet"
447,De meeste mannen en vrouwen trouwden toen voor hun vijfentwintigste.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
448,Tegenwoordig trouwen mensen gemiddeld tien jaar later.,Syntax:Declarative
449,Het aantal huwelijken in Nederland daalt nog steeds.,Syntax:Declarative
450,"Sinds 2001 kunnen twee mannen ook met elkaar trouwen, net als twee vrouwen.","Syntax:Declarative, Syntax:Connectivity:Subordinate, Verb:Cluster:Auxiliary/Modal"
451,Kinderen Vrouwen krijgen ook steeds later en minder kinderen dan vroeger.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
452,Ze krijgen nu gemiddeld twee kinderen en zijn gemiddeld dertig jaar oud als ze hun eerste kind krijgen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate, Verb:Tense:Perfectum"
453,Een traditioneel gezin is vooral minder belangrijk voor mensen met een hoge opleiding en een drukke baan.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
454,Ze stellen het krijgen van kinderen vaak uit.,Syntax:Declarative
455,Scheiden Meer dan dertig procent van de huwelijken in Nederland eindigt in een scheiding.,Syntax:Declarative
456,Mensen scheiden vooral omdat ze te veel ruzie met elkaar maken.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
457,"Ruzies gaan bijvoorbeeld over geldproblemen, verschillende culturen of verschillende verwachtingen van de toekomst.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
458,Veel gescheiden ouders delen samen de zorg en de opvoeding van de kinderen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
459,De kinderen wonen bijvoorbeeld de ene week bij hun moeder en de andere week bij hun vader.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
460,Hoe gaat het daar?,Syntax:Interrogative
461,Rafael en Sidra zijn vrienden.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
462,Sidra woont tijdelijk in Australië.,Syntax:Declarative
463,Ze bellen elkaar elke zondag.,Syntax:Declarative
464,"Rafael Ha Sidra, kun je me horen?",Syntax:Interrogative
465,Sidra Hé!,Syntax:Exclamatory
466,"Jazeker, ik hoor je perfect!","Syntax:Exclamatory, Modality:Particle:Hoor"
467,Rafael Mooi!,Syntax:Exclamatory
468,Hoe gaat het daar aan de andere kant van de wereld?,Syntax:Interrogative
469,Is het nog steeds zo heet?,"Syntax:Interrogative, Syntax:WordOrder:V1-Inversion"
470,"Sidra Ja, het is hier bloed heet, maar ik zal niet klagen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Negation:Niet"
471,Ik hoorde dat het in Nederland al de hele week vriest.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
472,"Rafael Klopt, gisteren was het zelfs tien graden onder nul!",Syntax:Exclamatory
473,Ik heb de hele tijd koude voeten.,Syntax:Declarative
474,"Zeg, heb je nog iets leuks gedaan dit weekend?",Syntax:Interrogative
475,"Sidra Ja, mijn broers zijn op bezoek!",Syntax:Exclamatory
476,"Ik wilde ze meteen de blauwe zee laten zien, dus we zijn gisteren naar het strand gegaan.",Syntax:Declarative
477,En 's avonds heb ik uitgebreid gekookt.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
478,"Rafael Oh, leuk!",Syntax:Exclamatory
479,Slapen je broers bij jou thuis?,Syntax:Interrogative
480,"Sidra Nee, ze slapen in een hotel.",Syntax:Declarative
481,Mijn huisje is veel te klein voor een extra bed.,Syntax:Declarative
482,Rafael Ah ja.,Syntax:Declarative
483,En tot wanneer blijven ze?,"Syntax:Interrogative, Syntax:Connectivity:Coordinate"
484,"Sidra Tot vrijdag, dan vliegen ze terug naar Nederland.",Syntax:Declarative
485,We hebben nog veel plannen.,Syntax:Declarative
486,Vanavond gaan we uit eten en morgen gaan we waarschijnlijk wandelen in de natuur.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal"
487,"Rafael Pff, je maakt me jaloers!",Syntax:Exclamatory
488,"Sidra Ah, heb jij nog iets leuks meegemaakt?",Syntax:Interrogative
489,"Rafael Nee, niets bijzonders.",Syntax:Declarative
490,Ik voelde me niet zo lekker.,"Syntax:Declarative, Modality:Negation:Niet"
491,Dus gisteren heb ik lekker uitgerust en twee films gekeken.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Tense:Perfectum"
492,Maar volgend weekend heb ik een verjaardagsfeestje.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar"
493,"Sidra Oh, van wie?",Syntax:Interrogative
494,Rafael Van mijn oma.,Syntax:Declarative
495,"Mijn neven en nichten komen ook, dus het wordt vast gezellig.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
496,Sidra Dat denk ik ook!,"Syntax:Exclamatory, Syntax:Connectivity:Subordinate"
497,Wanneer kom jij op bezoek in Australië?,Syntax:Interrogative
498,"Hier schijnt de zon elke dag, dus je zal hier geen koude voeten hebben.","Syntax:Declarative, Modality:Negation:Geen"
499,"Rafael Ja, ik wil je zo snel mogelijk bezoeken, maar ik moet eerst voor de vliegtickets sparen.","Syntax:Declarative, Syntax:Connectivity:Coordinate, Verb:Cluster:Auxiliary/Modal, Modality:Particle:Maar"
500,"Sidra Ah, maar je komt wel, hè?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Modality:Particle:Maar, Modality:Particle:Wel"
501,Rafael Uiteraard!,Syntax:Exclamatory
502,En ik zal een cadeautje uit Nederland voor je meenemen.,"Syntax:Declarative, Syntax:Connectivity:Coordinate"
503,"Sidra Oeh, ik ben benieuwd!","Syntax:Exclamatory, Verb:Tense:Perfectum"
504,"Nou, ik ga weer genieten van het Australische klimaat.","Syntax:Declarative, Modality:Particle:Nou"
505,Ik bel je volgende week weer.,Syntax:Declarative
506,"Rafael Prima, doe je broers de groeten van me.",Syntax:Declarative
507,Sidra Zal ik doen.,Syntax:Declarative
508,Tot volgende week!,Syntax:Exclamatory
509,"farshad@online.nl Aan: elia@online.nl Onderwerp: Hoe gaat het? 11 maart 11:03 Hoi Elia, Lang niet gesproken!","Syntax:Interrogative, Modality:Negation:Niet"
510,Gisteren kwam ik je broer in de trein tegen.,Syntax:Declarative
511,"Ik herkende hem meteen, want hij lijkt nog steeds heel veel op je.","Syntax:Declarative, Syntax:Connectivity:Coordinate"
512,Hij heeft net zulke donkere ogen en bruine krullen als jij.,"Syntax:Declarative, Syntax:Connectivity:Coordinate, Syntax:Connectivity:Subordinate"
513,"Maar hij heeft een baard, jij niet toch?","Syntax:Interrogative, Syntax:Connectivity:Coordinate, Modality:Particle:Toch, Modality:Particle:Maar, Modality:Negation:Niet"
514,Je broer vertelde dat jullie vader laatst is overleden.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
515,Gecondoleerd.,Syntax:Declarative
516,Hoe gaat het nu met je?,Syntax:Interrogative
517,Leeft je moeder nog wel?,"Syntax:Interrogative, Modality:Particle:Wel"
518,Toevallig liep ik vandaag langs jullie huis van vroeger.,Syntax:Declarative
519,Ik heb zoveel herinneringen aan dat huis.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
520,Ik weet nog dat ik elke zaterdag bij jullie kwam eten.,"Syntax:Declarative, Syntax:Connectivity:Subordinate"
521,Je vader vertelde dan veel grappige verhalen; we konden niet stoppen met lachen.,"Syntax:Declarative, Modality:Negation:Niet"
522,"Je moeder was ook altijd heel aardig, en ze maakte heerlijke taarten!","Syntax:Exclamatory, Syntax:Connectivity:Coordinate"
523,Het was een mooie tijd...,Syntax:Declarative
