id,sentence,tags
236,Of zeg dat je voor een examen moet studeren en dat je geen tijd hebt.,SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Demonstrative | PRONOUN.2sg-informal | PRONOUN.Relative-clause | NEGATION.geen | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | CONNECTOR.en-additive | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener | TOPIC.Education
237,Philip Je moet inderdaad zeggen dat je honden niet leuk vindt.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Demonstrative | PRONOUN.2sg-informal | NEGATION.niet | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
238,Dat is toch de waarheid?,SENTENCE_TYPE.Tag-question | TENSE.Presens | ARTICLE.De | PARTICLE.toch | SYNTAX.Subordinate-clause
239,"Je moet niet liegen, dat is niet goed voor jullie vriendschap.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | NP.Demonstrative | PRONOUN.2pl | PRONOUN.Relative-clause | NEGATION.niet | MODALITY.Deontic-obligation | SYNTAX.Subordinate-clause
240,Je vriend wordt vast boos als hij dat ontdekt.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.3sg-masc | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | TOPIC.Relationships-family
241,Nederlands leren Bas heeft een interview met Omar over Nederlands leren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Education
242,"Omar komt uit Egypte, zijn moedertaal is Arabisch.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc
243,In Cairo was hij docent Engels.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | PRONOUN.3sg-masc | TOPIC.Work-career | TOPIC.Education
244,"Hij heeft het Staatsexamen NT2, Programma II, gehaald.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | ARTICLE.Het | TOPIC.Media-entertainment | TOPIC.Education
245,Bas Welkom Omar.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
246,En nog gefeliciteerd met je diploma!,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.nog | SYNTAX.Inversion-V2 | DISCOURSE.Informal-register | TOPIC.Education
247,Omar Dank je.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register
248,"Bas Nou, meteen maar de eerste vraag.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PARTICLE.maar | PARTICLE.nou | CONNECTOR.maar-adversative | DISCOURSE.Backchannel-opener
249,Is Nederlands leren moeilijk?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | TOPIC.Education
250,"Omar Tja, je wilt natuurlijk 'ja' of 'nee' horen.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | PRONOUN.2sg-informal | PARTICLE.natuurlijk | CONNECTOR.of-alternative | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
251,Maar dat hangt van je moedertaal af.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | NP.Demonstrative | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
252,In mijn flat woont bijvoorbeeld een Duitse student.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | TOPIC.Education
253,"Voor hem is Nederlands gemakkelijk, omdat het Duits dichtbij het Nederlands staat.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.3sg-masc | SYNTAX.Subordinate-clause | CONNECTOR.omdat-causal | TOPIC.Education
254,"Als je moedertaal Arabisch is, is het veel moeilijker.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register
255,"Bas Je hebt Engels gestudeerd, Omar.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum
256,Helpt het als je al een andere taal hebt geleerd?,SENTENCE_TYPE.Yes-no-question | TENSE.Perfectum | ARTICLE.Het | PRONOUN.2sg-informal | PARTICLE.al | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register | TOPIC.Education
257,"Omar Jazeker, dat is een voordeel.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.Relative-clause | SYNTAX.Subordinate-clause
258,Dat maakt Nederlands leren makkelijker.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | SYNTAX.Subordinate-clause | TOPIC.Education
259,Bas Zijn er nog meer positieve invloeden?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | NP.Adjective-comparative | PARTICLE.nog | SYNTAX.Inversion-V2
260,"Omar Nou, motivatie bijvoorbeeld.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.nou | DISCOURSE.Backchannel-opener
261,Hoe gemotiveerd ben je?,SENTENCE_TYPE.Yes-no-question | TENSE.Perfectum | PRONOUN.2sg-informal | DISCOURSE.Informal-register
262,Hoeveel tijd besteed je aan je huiswerk?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | NP.Noun-compound | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Education
263,En zo kan ik nog wel even doorgaan.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.1sg | PARTICLE.even | PARTICLE.wel | PARTICLE.nog | MODALITY.Epistemic-kan | SYNTAX.Inversion-V2
264,Bas Graag!,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
265,Doe maar.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.maar-adversative
266,Omar Je moet ook taalcontact buiten de les hebben.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | ARTICLE.De | MODALITY.Deontic-obligation | TOPIC.Education
267,Bas Taalcontact met Nederlanders bedoel je?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.2sg-informal | DISCOURSE.Informal-register
268,Omar Ja.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
269,Een goede docent en een goede lesmethode zijn niet genoeg.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.3sg-masc | DEGREE.genoeg-sufficiency | NEGATION.niet | CONNECTOR.en-additive | TOPIC.Work-career | TOPIC.Education
270,Je moet overal en met iedereen Nederlands spreken.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.Indefinite | MODALITY.Deontic-obligation | CONNECTOR.en-additive | TOPIC.Education
271,"Het gaat niet echt vanzelf, ik heb voor dat diploma hard gewerkt.",SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | NP.Demonstrative | PRONOUN.1sg | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | SYNTAX.Subordinate-clause | TOPIC.Education
272,"Bas Ja, daarom spreek je ook zo goed, denk ik.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.2sg-informal | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
273,"Wat wil je nog meer met de taal bereiken, wat is je doel?",SENTENCE_TYPE.Wh-question | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | ARTICLE.De | NP.Adjective-comparative | PRONOUN.2sg-informal | PRONOUN.Relative-clause | PARTICLE.nog | DISCOURSE.Informal-register | DISCOURSE.Indirect-request | TOPIC.Education
274,Omar Ik wil nog beter leren schrijven.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.willen | VERBCLUSTER.modal-inf | NP.Adjective-comparative | PARTICLE.nog | TOPIC.Education
275,Schrijven in het Nederlands vind ik het moeilijkst.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Adjective-superlative | PRONOUN.1sg | SYNTAX.Inversion-V2 | TOPIC.Education
276,Bas Ik hoor weleens dat de uitspraak van het Nederlands erg lastig is.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | NP.Demonstrative | PRONOUN.Relative-clause | PARTICLE.hoor | DEGREE.Intensifier | SYNTAX.Subordinate-clause | TOPIC.Education
277,"Omar Nou, vooral de uitspraak van nieuwe, onbekende klanken.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PARTICLE.nou | DISCOURSE.Backchannel-opener | TOPIC.Education
278,"De 'eu' van 'keuken' bijvoorbeeld, die bestaat in het Arabisch niet.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | NP.Demonstrative | NEGATION.niet | TOPIC.Daily-life
279,En Nederlanders begrijpen je echt niet als je een klank verkeerd uitspreekt.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.2sg-informal | PARTICLE.echt-intensifier | DEGREE.Intensifier | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register
280,Bas En hoe zit het dan met de grammatica van het Nederlands?,SENTENCE_TYPE.Wh-question | TENSE.Presens | ARTICLE.De | ARTICLE.Het | TOPIC.Education
281,Is die moeilijk?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
282,"Omar Ook dat hangt van je moedertaal af, van de grammatica van je moedertaal.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Demonstrative | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | TOPIC.Education
283,Grote verschillen maken het lastig.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het
284,"Het Arabisch heeft bijvoorbeeld maar één lidwoord en niet drie, zoals het Nederlands.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | PARTICLE.maar | NEGATION.niet | CONNECTOR.en-additive | CONNECTOR.maar-adversative | TOPIC.Education
285,Maar nu klink ik zo negatief en dat is niet mijn bedoeling.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | PRONOUN.Relative-clause | NEGATION.niet | SYNTAX.Subordinate-clause | SYNTAX.Inversion-V2 | CONNECTOR.en-additive | INFSTR.Topicalization-fronting
286,"Ik hou van nieuwe dingen leren, het mag ook moeilijk zijn!",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.mogen | ARTICLE.Het | PRONOUN.3sg-masc | MODALITY.Deontic-permission | TOPIC.Education
287,Bas Wat denk je: kan ik Arabisch leren?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.1sg | PRONOUN.2sg-informal | MODALITY.Epistemic-kan | DISCOURSE.Informal-register | TOPIC.Education
288,Omar Hoe graag wil je dat?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.willen | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | DISCOURSE.Informal-register | DISCOURSE.Indirect-request
289,"Bas Eh, ik ben niet zo gemotiveerd als jij, denk ik.",SENTENCE_TYPE.Negative-declarative | TENSE.Perfectum | PRONOUN.1sg | PRONOUN.2sg-informal | NEGATION.niet | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register | DISCOURSE.Backchannel-opener
290,"KIJKEN OP EEN SCHOOL IN HET BUITENLAND Docent Jeroen Bos bezocht met vijftien vwo-leerlingen een school in Beijing, in China.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Noun-compound | TOPIC.Media-entertainment | TOPIC.Work-career | TOPIC.Education | TOPIC.Nature-environment
291,Iedereen was positief over de reis.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De
292,Jeroen vertelt over zijn ervaringen daar.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc
293,Hoe zag het programma eruit?,SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | ARTICLE.Het | ER.Prepositional-er-PP | TOPIC.Media-entertainment
294,We volgden een aantal lessen op de school en kregen ook een paar workshops.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De | CONNECTOR.en-additive | TOPIC.Education
295,De leukste was die over Chinese muziek.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | NP.Demonstrative | NP.Adjective-superlative
296,Verder bezochten we toeristische plekken zoals de Chinese Muur.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.1pl
297,De leerlingen logeerden bij Chinese leerlingen thuis en dat vonden ze ontzettend leuk.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | NP.Demonstrative | NP.Noun-compound | PRONOUN.3sg-fem | PRONOUN.3pl | DEGREE.Intensifier | SYNTAX.Subordinate-clause | CONNECTOR.en-additive | TOPIC.Daily-life
298,Wat viel je op in de lessen?,SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register
299,Een aantal dingen op de school vielen me op.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | VERB.Separable-verb | ARTICLE.De | PRONOUN.1sg | TOPIC.Education
300,De docenten spraken veel en stelden af en toe een korte vraag aan een leerling.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | CONNECTOR.en-additive | TOPIC.Education
301,In Nederland zijn leerlingen veel actiever tijdens de lessen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.3sg-masc
302,Ze stellen zelf vragen en geven regelmatig een presentatie.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | CONNECTOR.en-additive
303,"Verder zagen we leerlingen nauwelijks in groepjes samenwerken, zoals in Nederland veel gebeurt.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | VERB.Separable-verb | NP.Noun-compound | PRONOUN.1pl
304,"Hun uniform viel natuurlijk ook op, omdat Nederlandse leerlingen geen uniform dragen.",SENTENCE_TYPE.Negative-declarative | TENSE.Imperfectum | PARTICLE.natuurlijk | NEGATION.geen | SYNTAX.Subordinate-clause | CONNECTOR.omdat-causal
305,Tot slot: de schooldagen zijn langer dan in Nederland.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Adjective-comparative | NP.Noun-compound | PRONOUN.3sg-masc
306,En 's avonds maken de leerlingen ook nog tot tien of elf uur huiswerk.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | NP.Noun-compound | PARTICLE.nog | CONNECTOR.of-alternative | TOPIC.Education
307,Of ze hebben bijles op school. ledereen wil en moet goed presteren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.moeten | MODAL.willen | VERBCLUSTER.modal-inf | PRONOUN.3sg-fem | PRONOUN.3pl | MODALITY.Deontic-obligation | CONNECTOR.en-additive | TOPIC.Education
308,Hebben leerlingen tijd voor ontspanning?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
309,Leerlingen hebben minder vrije tijd dan in Nederland.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Diminutive | NP.Adjective-comparative | NP.Noun-compound | TOPIC.Daily-life
310,"Ze sporten ook meestal op school, op de campus.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | INFSTR.Topicalization-fronting | TOPIC.Education
311,"Nederlandse kinderen sporten vooral na schooltijd, in sportclubs.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Noun-compound | TOPIC.Relationships-family
312,Chinese leerlingen hebben geen tijd voor bijbaantjes.,SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NEGATION.geen
313,Ze mogen trouwens pas een bijbaantje hebben als ze achttien zijn.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.mogen | VERBCLUSTER.modal-inf | NP.Diminutive | PRONOUN.3sg-masc | PRONOUN.3pl | PARTICLE.trouwens | MODALITY.Deontic-permission | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional
314,In Nederland mag dat vanaf vijftien jaar.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.mogen | VERBCLUSTER.modal-inf | NP.Demonstrative | MODALITY.Deontic-permission | SYNTAX.Subordinate-clause
315,Wat vond je bijzonder?,SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | PRONOUN.2sg-informal | DISCOURSE.Informal-register
316,Ik vond de aandacht voor muziek in het Chinese onderwijs bijzonder.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De | ARTICLE.Het
317,Veel Chinese kinderen spelen piano.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Relationships-family
318,En op deze school zijn speciale ruimtes voor pianolessen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.3sg-masc | INFSTR.Topicalization-fronting | TOPIC.Education
319,In het algemeen vond ik de leerlingen erg gemotiveerd en dat mis ik soms in Nederland.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.De | ARTICLE.Het | NP.Demonstrative | NP.Noun-compound | PRONOUN.1sg | DEGREE.Intensifier | SYNTAX.Subordinate-clause | CONNECTOR.en-additive
320,Kapot Wilco en Pieter zijn huisgenoten.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc | CONNECTOR.en-additive
321,Ze zijn in de keuken.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | PRONOUN.3sg-masc | TOPIC.Daily-life
322,"Wilco Hé Pieter, wanneer heb jij die pizza in de oven gedaan?",SENTENCE_TYPE.Wh-question | TENSE.Presens | ARTICLE.De | PRONOUN.2sg-informal | SYNTAX.Subordinate-clause | CONNECTOR.als-conditional | DISCOURSE.Informal-register | TOPIC.Daily-life | TOPIC.Housing-living
323,"Pieter Uhm, een kwartier geleden.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener
324,Hoezo?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
325,Wilco Hij is nog bevroren.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.nog
326,Heb je de oven wel aangezet?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Daily-life | TOPIC.Housing-living
327,"Pieter Hè, jawel toch.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.toch | PARTICLE.hè-tag
328,Doet hij het niet?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | PRONOUN.3sg-masc | NEGATION.niet
329,Wilco Nee.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
330,Pieter Misschien moet je even op die grote knop drukken?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.moeten | VERBCLUSTER.modal-inf | PRONOUN.2sg-informal | PARTICLE.even | MODALITY.Deontic-obligation | DISCOURSE.Informal-register
331,"Wilco Nou, hij doet echt helemaal niks.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc | PARTICLE.nou | PARTICLE.echt-intensifier | DEGREE.Intensifier | DISCOURSE.Backchannel-opener
332,Pieter Misschien hebben we een stroomstoring?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1pl
333,"Wilco Nee, want de magnetron doet het wel.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | ARTICLE.Het | PARTICLE.wel | CONNECTOR.want-causal | TOPIC.Daily-life
334,Pieter Wat gek.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens
335,"Nou, dan denk ik dat hij echt kapot is.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | PRONOUN.3sg-masc | PRONOUN.Relative-clause | PARTICLE.nou | PARTICLE.echt-intensifier | DEGREE.Intensifier | SYNTAX.Subordinate-clause | DISCOURSE.Backchannel-opener | TOPIC.Housing-living
336,Wat doen we nu?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1pl
337,Wilco Ik zoek het nummer van de winkel wel even op.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | ARTICLE.Het | PARTICLE.even | PARTICLE.wel | TOPIC.Daily-life
338,Dan bel ik die wel even.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1sg | PARTICLE.even | PARTICLE.wel
339,Misschien kunnen ze een monteur sturen.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.3sg-fem | PRONOUN.3pl | MODALITY.Epistemic-kan | TOPIC.Housing-living
340,"Pieter Ja, goed idee.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener
341,Loes en Willemijn zijn huisgenoten.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc | CONNECTOR.en-additive
342,Ze zijn op zolder.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.3sg-masc | TOPIC.Housing-living
343,Willemijn Loes?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens
344,Heb jij je was in de wasmachine gedaan?,SENTENCE_TYPE.Yes-no-question | TENSE.Imperfectum | TENSE.Plusquamperfectum | VERB.Reflexive | ARTICLE.De | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Daily-life | TOPIC.Housing-living
345,"Loes Ja, vanmorgen heb ik hem aangezet.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | PRONOUN.1sg | PRONOUN.3sg-masc | DISCOURSE.Backchannel-opener
346,Is hij nog niet klaar?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | VERB.Separable-verb | PRONOUN.3sg-masc | PARTICLE.nog | NEGATION.niet
347,"Willemijn Nee, volgens mij niet.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | PRONOUN.1sg | NEGATION.niet
348,De wasmachine zit nog vol met water.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PARTICLE.nog | TOPIC.Daily-life | TOPIC.Nature-environment | TOPIC.Housing-living
349,En de vloer is ook helemaal nat.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De
350,"Loes O, wat raar.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener
351,"Ik heb gisteren nog gewassen, toen deed hij het gewoon.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Imperfectum | ARTICLE.Het | PRONOUN.3sg-masc | PARTICLE.gewoon | PARTICLE.nog
352,Willemijn Heb je wel het juiste programma gekozen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | ARTICLE.Het | PRONOUN.2sg-informal | DISCOURSE.Informal-register | TOPIC.Media-entertainment
353,"En je hebt aan die linker knop gedraaid, toch?",SENTENCE_TYPE.Tag-question | TENSE.Perfectum | PRONOUN.2sg-informal | PARTICLE.toch | DISCOURSE.Informal-register
354,"Loes Ja, ja, volgens mij wel.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PARTICLE.wel | DISCOURSE.Backchannel-opener
355,Willemijn Hm... op het schermpje staat 'error' en dat rode lampje brandt.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.Het | NP.Diminutive | NP.Demonstrative | SYNTAX.Subordinate-clause | CONNECTOR.en-additive | DISCOURSE.Backchannel-opener
356,Loes Oké.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | DISCOURSE.Backchannel-opener
357,Wat doen we nu?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | PRONOUN.1pl
358,Willemijn Mijn vriend komt zo.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Relationships-family
359,Misschien kan hij hem maken?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.3sg-masc | MODALITY.Epistemic-kan
360,"Loes Ja, want een reparatie gaat wel wat kosten.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Futurum-gaan | VERBCLUSTER.gaan-inf | PARTICLE.wel | CONNECTOR.want-causal | DISCOURSE.Backchannel-opener | TOPIC.Housing-living | TOPIC.Finance-admin
361,"Willemijn Als dat niet lukt, bellen we die ene monteur.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | NP.Demonstrative | PRONOUN.1pl | NEGATION.niet | SYNTAX.Subordinate-clause | TOPIC.Housing-living
362,Die is hier vorig jaar ook geweest.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum
363,"Loes O ja, ik heb zijn nummer nog wel ergens.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | PRONOUN.1sg | PRONOUN.3sg-masc | PARTICLE.wel | PARTICLE.nog
364,Loes belt met de monteur.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | ARTICLE.De | TOPIC.Housing-living
365,"Monteur Splash monteurs goedemiddag, wat kan ik voor u doen?",SENTENCE_TYPE.Wh-question | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | NP.Noun-compound | PRONOUN.1sg | PRONOUN.2sg-formal-u | PRONOUN.Relative-clause | MODALITY.Epistemic-kan | DISCOURSE.Formal-register-u
366,"Loes Ja, goedemiddag, met Loes Versluis.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | NP.Noun-compound | DISCOURSE.Backchannel-opener
367,Onze wasmachine is stuk.,SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | TOPIC.Daily-life | TOPIC.Housing-living
368,"Monteur Oké, wat is precies het probleem?",SENTENCE_TYPE.Wh-question | TENSE.Presens | ARTICLE.Het | PRONOUN.Relative-clause | DISCOURSE.Backchannel-opener
369,"Loes Nou, het water gaat niet weg en hij lekt ook.",SENTENCE_TYPE.Negative-declarative | TENSE.Presens | ARTICLE.Het | PRONOUN.3sg-masc | PARTICLE.nou | NEGATION.niet | CONNECTOR.en-additive | DISCOURSE.Backchannel-opener | TOPIC.Nature-environment
370,"Als we de wasmachine aanzetten, is de vloer telkens helemaal nat.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Presens | VERB.Separable-verb | ARTICLE.De | PRONOUN.1pl | SYNTAX.Subordinate-clause | TOPIC.Daily-life | TOPIC.Housing-living
371,"Het is een nieuw type, we hebben hem vorig jaar gekocht.",SENTENCE_TYPE.Affirmative-declarative | TENSE.Perfectum | PRONOUN.3sg-masc | PRONOUN.1pl
372,Wanneer kunt u langskomen?,SENTENCE_TYPE.Yes-no-question | TENSE.Presens | MODAL.kunnen | VERBCLUSTER.modal-inf | PRONOUN.2sg-formal-u | MODALITY.Epistemic-kan | SYNTAX.Subordinate-clause | DISCOURSE.Formal-register-u | DISCOURSE.Indirect-request
